ProjectName,Address,Areasqm,TransactedPrice,NettPrice,UnitPricepsm,UnitPricepsf,SaleDate,Tenure,CompletionDate,TypeofSale,PurchaserAddressIndicator,PostalDistrict,PostalSector,PostalCode,PlanningRegion,PlanningArea,SaleYear,PurchaseYear,PurchaseYearCPI,SaleYearCPI,PurchasePriceCurrentValue
THE RIVERVALE,1 Rivervale Link  #08-02,122,900000,-,7377,685,26-JUL-2017,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2017,1999,73.814,99.502,819320.3945051074
THE RIVERVALE,1 Rivervale Link  #08-06,117,838000,-,7162,665,27-MAY-2016,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2016,1999,73.814,98.932,749622.9387379088
THE RIVERVALE,1 Rivervale Link  #08-08,116,950000,-,8190,761,18-NOV-2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2014,1998,73.797,99.984,786762.4537582828
THE RIVERVALE,1 Rivervale Link  #08-11,117,870000,-,7436,691,25-APR-2017,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2017,1998,73.797,99.502,754115.5954849112
THE RIVERVALE,1 Rivervale Link  #08-13,121,905000,-,7479,695,26-MAY-2016,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2016,1998,73.797,98.932,816021.0902882231
THE RIVERVALE,1 Rivervale Link  #08-15,122,868000,-,7115,661,28-DEC-2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2010,1999,73.814,87.848,723358.907524318
THE RIVERVALE,1 Rivervale Link  #08-16,121,635000,-,5248,488,22-SEP-2008,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2008,1998,73.797,84.929,706964.8454544223
THE RIVERVALE,1 Rivervale Link  #09-05,120,925000,-,7708,716,22-MAR-2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2018,2008,84.929,99.938,684853.4187380046
THE RIVERVALE,1 Rivervale Link  #09-08,116,843000,-,7267,675,30-DEC-2010,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2010,1998,73.797,87.848,696622.4860089164
THE RIVERVALE,1 Rivervale Link  #09-09,116,930000,-,8017,745,26-MAR-2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2018,1998,73.797,99.938,792494.5133271001
THE RIVERVALE,1 Rivervale Link  #09-12,120,442000,-,3683,342,22-JAN-2007,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2007,1999,73.814,79.65,613188.676944753
THE RIVERVALE,1 Rivervale Link  #09-16,121,505000,-,4174,388,24-MAY-2007,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2007,1998,73.797,79.65,667878.3690393919
THE RIVERVALE,1 Rivervale Link  #10-08,116,470000,-,4052,376,19-SEP-2006,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2006,1998,73.797,78.008,623349.4261284333
THE RIVERVALE,1 Rivervale Link  #10-11,117,820000,-,7009,651,20-DEC-2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2010,1999,73.814,87.848,632576.0554908284
THE RIVERVALE,1 Rivervale Link  #10-15,122,930000,-,7623,708,05-FEB-2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2018,1999,73.814,99.938,835095.7596119978
THE RIVERVALE,1 Rivervale Link  #10-16,121,670000,-,5537,514,27-MAY-2008,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2008,1998,73.797,84.929,717322.461617681
THE RIVERVALE,1 Rivervale Link  #11-01,122,995000,-,8156,758,24-JUN-2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2014,2007,79.65,99.984,684134.0866290019
THE RIVERVALE,1 Rivervale Link  #11-04,122,588000,-,4820,448,17-OCT-2007,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2007,1999,73.814,79.65,630190.4029045982
THE RIVERVALE,1 Rivervale Link  #11-06,117,880000,-,7521,699,20-APR-2012,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2012,2005,77.263,96.689,538113.5860631868
THE RIVERVALE,1 Rivervale Link  #11-15,122,838000,-,6869,638,17-MAY-2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2010,1999,73.814,87.848,739425.6157368522
THE RIVERVALE,1 Rivervale Link  #12-04,122,980000,-,8033,746,27-DEC-2013,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2013,1999,73.814,98.969,820026.5586474111
THE RIVERVALE,1 Rivervale Link  #12-08,116,950000,-,8190,761,11-JUL-2012,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2012,1998,73.797,96.689,784418.1240429828
THE RIVERVALE,1 Rivervale Link  #12-08,116,960000,-,8276,769,17-JUN-2019,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2019,2012,96.689,99.938,981922.4523989286
THE RIVERVALE,1 Rivervale Link  #12-11,117,950000,-,8120,754,23-JUL-2012,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2012,1998,73.797,96.689,756379.794571595
THE RIVERVALE,1 Rivervale Link  #13-01,122,986000,-,8082,751,08-AUG-2019,99 Yrs From 18/12/1997,2000,Resale,N.A,19,54,545118,North East Region,Sengkang,2019,1998,73.797,99.938,869008.4231066304
THE RIVERVALE,1 Rivervale Link  #14-06,117,975000,-,8333,774,28-FEB-2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2014,1999,73.814,99.984,796174.1063754844
THE RIVERVALE,1 Rivervale Link  #14-13,121,890000,-,7355,683,19-AUG-2016,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2016,2010,87.848,98.932,921209.0884254621
THE RIVERVALE,1 Rivervale Link  #16-05,120,450000,-,3750,348,26-JUN-2006,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,2006,1999,73.814,78.008,608220.1772021567
THE RIVERVALE,1 Rivervale Link  #16-11,117,468000,-,4000,372,22-DEC-2006,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2006,1999,73.814,78.008,629324.8424418132
THE RIVERVALE,1 Rivervale Link  #16-11,117,930000,-,7949,738,31-MAY-2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,2018,2006,78.008,99.938,599566.5059993847
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #01-01,163,820000,-,5031,467,14-JAN-2008,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2008,1997,73.997,84.929,669474.2449018204
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #01-02,145,990000,-,6828,634,24-OCT-2017,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2017,1997,73.997,99.502,680271.6569590658
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #01-03,130,412500,-,3173,295,27-NOV-2006,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2006,1997,73.997,78.008,467645.29372812406
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #01-05,148,830000,-,5608,521,20-OCT-2010,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2010,1997,73.997,87.848,649033.0905306973
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #01-08,161,1200000,-,7453,692,08-OCT-2012,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2012,1997,73.997,96.689,762959.405111018
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #02-02,111,690000,-,6216,578,25-NOV-2009,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2009,1997,73.997,85.436,545657.9807289485
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #02-04,116,680000,-,5862,545,30-OCT-2009,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2009,1997,73.997,85.436,588262.2538751571
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #02-07,111,744000,-,6703,623,16-APR-2010,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2010,1997,73.997,87.848,590623.673932727
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #02-08,126,460000,-,3651,339,17-AUG-2006,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2006,1997,73.997,78.008,577915.1262889035
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #03-04,116,655000,-,5647,525,28-AUG-2009,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2009,1997,73.997,85.436,590455.969836615
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #03-05,116,415000,-,3578,332,20-NOV-2006,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2006,1997,73.997,78.008,547448.6046731625
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #03-08,126,443000,-,3516,327,28-OCT-2005,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2005,1997,73.997,77.263,583254.8860088923
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #04-02,111,550000,-,4955,460,17-JUL-2007,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2007,1997,73.997,79.65,510749.42227387597
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #04-03,90,838000,-,9311,865,19-SEP-2012,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2012,1997,73.997,96.689,525931.0850439883
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #04-05,116,940000,-,8103,753,08-MAY-2019,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2019,2007,79.65,99.938,552074.3251726303
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #04-05,116,390000,-,3362,312,29-NOV-2005,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2005,1997,73.997,77.263,542220.3048772248
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #05-03,90,830000,-,9222,857,27-FEB-2012,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2012,1997,73.997,96.689,529720.4021784667
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #05-04,116,422000,-,3638,338,28-OCT-2005,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2005,1997,73.997,77.263,539087.8941038151
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #05-05,116,750000,-,6466,601,22-JAN-2010,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2010,1997,73.997,87.848,643809.4841682771
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #05-06,90,620000,-,6889,640,20-NOV-2009,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2009,1997,73.997,85.436,475228.15249266865
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #05-07,111,480000,-,4324,402,12-NOV-2005,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2005,1997,73.997,77.263,526767.07839507
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #06-02,111,890000,-,8018,745,09-NOV-2016,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2016,1997,73.997,98.932,647094.9903374461
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #07-03,90,412000,-,4578,425,21-MAY-2007,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2007,1997,73.997,79.65,442721.2589699583
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #07-06,90,630000,-,7000,650,17-MAR-2010,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2010,1997,73.997,87.848,495767.73112423474
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #08-03,90,448000,-,4978,462,29-JUN-2007,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2007,1997,73.997,79.65,448103.23391488846
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #08-08,126,758000,-,6016,559,29-OCT-2007,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2007,1997,73.997,79.65,626031.3255942808
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #09-02,111,740000,-,6667,619,22-FEB-2010,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2010,1997,73.997,87.848,594897.5336837979
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #10-06,90,897000,-,9967,926,27-FEB-2012,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2012,1997,73.997,96.689,560034.939254294
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #11-01,128,795000,-,6211,577,22-SEP-2009,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines,2009,1997,73.997,85.436,677742.7733556767
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #11-08,126,728000,-,5778,537,27-MAY-2009,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines,2009,1997,73.997,85.436,688826.8118977797
WOODSVALE,1 Woodlands Drive 72  #01-03,125,585000,-,4680,435,24-JUL-2009,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738089,North Region,Woodlands,2009,1999,73.814,85.436,540297.5695667489
WOODSVALE,1 Woodlands Drive 72  #03-01,120,590000,-,4917,457,26-MAY-2008,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738089,North Region,Woodlands,2008,2001,75.568,84.929,515409.1599618886
WOODSVALE,1 Woodlands Drive 72  #04-02,122,700000,-,5738,533,25-OCT-2010,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738089,North Region,Woodlands,2010,2000,74.809,87.848,604424.8656712428
WOODSVALE,1 Woodlands Drive 72  #04-04,120,525000,-,4375,406,24-FEB-2009,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738089,North Region,Woodlands,2009,2001,75.568,85.436,502883.9297056956
WOODSVALE,1 Woodlands Drive 72  #06-02,122,831000,-,6811,633,17-MAY-2012,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738089,North Region,Woodlands,2012,1999,73.814,96.689,661892.7534072127
WOODSVALE,1 Woodlands Drive 72  #08-01,120,430000,-,3583,333,27-OCT-2005,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738089,North Region,Woodlands,2005,1999,73.814,77.263,511848.7956214269
WOODSVALE,1 Woodlands Drive 72  #10-03,119,433000,-,3639,338,30-APR-2007,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738089,North Region,Woodlands,2007,2000,74.809,79.65,548975.8785707603
WOODSVALE,1 Woodlands Drive 72  #10-03,119,812500,-,6828,634,30-JUN-2017,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738089,North Region,Woodlands,2017,2007,79.65,99.502,540921.1048336471
WOODSVALE,1 Woodlands Drive 72  #12-01,120,597000,-,4975,462,11-JUN-2008,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738089,North Region,Woodlands,2008,2000,74.809,84.929,582742.6568461014
WOODSVALE,1 Woodlands Drive 72  #12-01,120,825000,-,6875,639,13-JUN-2018,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738089,North Region,Woodlands,2018,2008,84.929,99.938,702504.2800456852
WOODSVALE,1 Woodlands Drive 72  #12-04,120,836000,-,6967,647,10-APR-2012,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738089,North Region,Woodlands,2012,1998,73.797,96.689,647501.9824654119
WOODSVALE,1 Woodlands Drive 72  #13-04,120,680000,-,5667,526,29-MAR-2010,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738089,North Region,Woodlands,2010,2000,74.809,87.848,613617.2642329131
WOODSVALE,1 Woodlands Drive 72  #14-04,120,580000,-,4833,449,07-NOV-2007,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738089,North Region,Woodlands,2007,2001,75.568,79.65,498339.5087867881
SUMMERDALE,10 Boon Lay Drive  #01-29,168,575000,-,3423,318,14-MAY-2007,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2007,1999,73.814,79.65,590997.7341696698
SUMMERDALE,10 Boon Lay Drive  #01-30,156,450000,-,2885,268,12-APR-2006,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2006,1999,73.814,78.008,529445.9837971117
SUMMERDALE,10 Boon Lay Drive  #01-30,156,980000,-,6282,584,14-AUG-2019,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2019,2006,78.008,99.938,576506.2557686392
SUMMERDALE,10 Boon Lay Drive  #02-27,118,980000,-,8305,772,06-JUN-2014,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2014,1998,73.797,99.984,711855.4061547217
SUMMERDALE,10 Boon Lay Drive  #04-26,111,810000,-,7297,678,10-APR-2017,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2017,2008,84.929,99.502,632658.8091229144
SUMMERDALE,10 Boon Lay Drive  #06-32,113,850000,-,7522,699,20-JAN-2012,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2012,1998,73.797,96.689,671400.0726316788
SUMMERDALE,10 Boon Lay Drive  #07-25,113,880000,-,7788,723,31-OCT-2018,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2018,1999,73.814,99.938,578122.3887067494
SUMMERDALE,10 Boon Lay Drive  #07-28,130,835000,-,6423,597,21-SEP-2010,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2010,1999,73.814,87.848,598024.30194814
SUMMERDALE,10 Boon Lay Drive  #08-27,118,400000,-,3390,315,29-JUL-2006,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2006,1999,73.814,78.008,480755.185520362
SUMMERDALE,10 Boon Lay Drive  #08-31,111,538000,-,4847,450,07-DEC-2007,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2007,1999,73.814,79.65,473401.38388381613
SUMMERDALE,10 Boon Lay Drive  #08-32,113,570000,-,5044,469,24-FEB-2008,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2008,1999,73.814,84.929,509408.3163085594
SUMMERDALE,10 Boon Lay Drive  #09-31,111,580000,-,5225,485,23-SEP-2009,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2009,1999,73.814,85.436,511563.8781261008
SUMMERDALE,10 Boon Lay Drive  #10-27,118,860000,-,7288,677,27-APR-2017,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2017,1999,73.814,99.502,621443.3307502642
SUMMERDALE,10 Boon Lay Drive  #10-31,111,885000,-,7973,741,11-APR-2012,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2012,1999,73.814,96.689,583213.5762186035
SUMMERDALE,10 Boon Lay Drive  #11-29,130,1080000,-,8308,772,22-OCT-2012,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2012,1999,73.814,96.689,692027.015810009
SUMMERDALE,10 Boon Lay Drive  #12-25,113,880000,-,7788,723,19-MAY-2017,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2017,1999,73.814,99.502,596157.3617470941
SUMMERDALE,10 Boon Lay Drive  #12-30,118,735000,-,6229,579,16-APR-2010,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2010,1999,73.814,87.848,564380.6149510933
SUMMERDALE,10 Boon Lay Drive  #12-32,113,750000,-,6637,617,23-APR-2010,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2010,1999,73.814,87.848,541864.6110493945
SUMMERDALE,10 Boon Lay Drive  #13-27,128,800000,-,6250,581,12-NOV-2010,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2010,1999,73.814,87.848,621836.35364565
SUMMERDALE,10 Boon Lay Drive  #14-25,190,850000,-,4474,416,26-MAR-2008,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2008,1999,73.814,84.929,701701.49894329
SUMMERDALE,10 Boon Lay Drive  #14-26,188,542000,-,2883,268,23-MAR-2007,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2007,1998,73.797,79.65,827940.3634294078
SUMMERDALE,10 Boon Lay Drive  #14-27,198,900000,-,4545,422,06-AUG-2008,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West,2008,1999,73.814,84.929,721933.318598098
SUMMERDALE,10 Boon Lay Drive  #14-29,211,1280000,-,6066,564,31-OCT-2012,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649929,West Region,Jurong West,2012,1999,73.814,96.689,857784.4525835208
PARK GREEN,10 Rivervale Link  #02-18,128,918000,-,7172,666,28-FEB-2012,99 Yrs From 17/08/2001,2004,Resale,HDB,19,54,545044,North East Region,Sengkang,2012,2003,75.639,96.689,552617.4091672285
PARK GREEN,10 Rivervale Link  #04-17,139,915000,-,6583,612,23-JUL-2010,99 Yrs From 17/08/2001,2004,Resale,HDB,19,54,545044,North East Region,Sengkang,2010,2004,76.903,87.848,579816.4479409124
PARK GREEN,10 Rivervale Link  #05-16,127,1110000,-,8740,812,16-OCT-2012,99 Yrs From 17/08/2001,2004,Resale,HDB,19,54,545044,North East Region,Sengkang,2012,2002,75.272,96.689,651927.5606732914
PARK GREEN,10 Rivervale Link  #06-16,127,1150000,-,9055,841,26-JUN-2014,99 Yrs From 17/08/2001,2004,Resale,HDB,19,54,545044,North East Region,Sengkang,2014,2002,75.272,99.984,678721.4966521416
